HSCode,Commodity,value,country,year
39,PLASTIC AND ARTICLES THEREOF.,0.02,GUINEA,2022
40,RUBBER AND ARTICLES THEREOF.,0.25,GUINEA,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.09,GUINEA,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",,GUINEA,2022
52,COTTON.,3.4,GUINEA,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1716.17,GUINEA,2022
72,IRON AND STEEL,6.58,GUINEA,2022
73,ARTICLES OF IRON OR STEEL,,GUINEA,2022
74,COPPER AND ARTICLES THEREOF.,3.67,GUINEA,2022
75,NICKEL AND ARTICLES THEREOF.,0.0,GUINEA,2022
76,ALUMINIUM AND ARTICLES THEREOF.,8.8,GUINEA,2022
78,LEAD AND ARTICLES THEREOF.,0.92,GUINEA,2022
79,ZINC AND ARTICLES THEREOF.,0.04,GUINEA,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.04,GUINEA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",5.86,GUINEA,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.01,GUINEA,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.0,GUINEA,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,,GUINEA,2022
98,PROJECT GOODS; SOME SPECIAL USES.,,GUINEA,2022
99,MISCELLANEOUS GOODS.,,GUINEA,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,169.55,GUINEA BISSAU,2022
40,RUBBER AND ARTICLES THEREOF.,0.03,GUINEA BISSAU,2022
72,IRON AND STEEL,,GUINEA BISSAU,2022
76,ALUMINIUM AND ARTICLES THEREOF.,0.02,GUINEA BISSAU,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.33,GUINEA BISSAU,2022
26,"ORES, SLAG AND ASH.",0.81,GUYANA,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.05,GUYANA,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,1.43,GUYANA,2022
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",,GUYANA,2022
72,IRON AND STEEL,0.31,GUYANA,2022
74,COPPER AND ARTICLES THEREOF.,0.13,GUYANA,2022
76,ALUMINIUM AND ARTICLES THEREOF.,0.34,GUYANA,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1.14,GUYANA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.0,GUYANA,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.02,GUYANA,2022
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.01,HAITI,2022
29,ORGANIC CHEMICALS,,HAITI,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",1.7,HAITI,2022
39,PLASTIC AND ARTICLES THEREOF.,,HAITI,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.02,HAITI,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",,HAITI,2022
72,IRON AND STEEL,0.04,HAITI,2022
76,ALUMINIUM AND ARTICLES THEREOF.,1.35,HAITI,2022
78,LEAD AND ARTICLES THEREOF.,,HAITI,2022
79,ZINC AND ARTICLES THEREOF.,,HAITI,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.0,HAITI,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",8.95,HAITI,2022
09,"COFFEE, TEA, MATE AND SPICES.",3.51,HONDURAS,2022
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.0,HONDURAS,2022
26,"ORES, SLAG AND ASH.",0.08,HONDURAS,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.0,HONDURAS,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.05,HONDURAS,2022
39,PLASTIC AND ARTICLES THEREOF.,0.14,HONDURAS,2022
40,RUBBER AND ARTICLES THEREOF.,,HONDURAS,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.52,HONDURAS,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.88,HONDURAS,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",,HONDURAS,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",,HONDURAS,2022
52,COTTON.,,HONDURAS,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,,HONDURAS,2022
54,MAN-MADE FILAMENTS.,,HONDURAS,2022
55,MAN-MADE STAPLE FIBRES.,,HONDURAS,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,,HONDURAS,2022
60,KNITTED OR CROCHETED FABRICS.,,HONDURAS,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.04,HONDURAS,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.19,HONDURAS,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",,HONDURAS,2022
72,IRON AND STEEL,5.3,HONDURAS,2022
73,ARTICLES OF IRON OR STEEL,0.0,HONDURAS,2022
74,COPPER AND ARTICLES THEREOF.,0.29,HONDURAS,2022
76,ALUMINIUM AND ARTICLES THEREOF.,3.15,HONDURAS,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.01,HONDURAS,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.0,HONDURAS,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.52,HONDURAS,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.68,HONDURAS,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.05,HONDURAS,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,,HONDURAS,2022
99,MISCELLANEOUS GOODS.,,HONDURAS,2022
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.11,HONG KONG,2022
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.57,HONG KONG,2022
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,,HONG KONG,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,1.63,HONG KONG,2022
09,"COFFEE, TEA, MATE AND SPICES.",0.09,HONG KONG,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.0,HONG KONG,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.03,HONG KONG,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.3,HONG KONG,2022
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.04,HONG KONG,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.13,HONG KONG,2022
18,COCOA AND COCOA PREPARATIONS.,,HONG KONG,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.01,HONG KONG,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",,HONG KONG,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.15,HONG KONG,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.06,HONG KONG,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.42,HONG KONG,2022
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.32,HONG KONG,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",16.19,HONG KONG,2022
26,"ORES, SLAG AND ASH.",32.38,HONG KONG,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",13.09,HONG KONG,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",32.12,HONG KONG,2022
29,ORGANIC CHEMICALS,127.14,HONG KONG,2022
30,PHARMACEUTICAL PRODUCTS,13.33,HONG KONG,2022
31,FERTILISERS.,0.99,HONG KONG,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",12.32,HONG KONG,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4.11,HONG KONG,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",6.17,HONG KONG,2022
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,9.66,HONG KONG,2022
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.0,HONG KONG,2022
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.91,HONG KONG,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,52.96,HONG KONG,2022
39,PLASTIC AND ARTICLES THEREOF.,279.69,HONG KONG,2022
40,RUBBER AND ARTICLES THEREOF.,17.98,HONG KONG,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,7.2,HONG KONG,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",14.98,HONG KONG,2022
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.15,HONG KONG,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,5.81,HONG KONG,2022
45,CORK AND ARTICLES OF CORK.,,HONG KONG,2022
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,HONG KONG,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,8.95,HONG KONG,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",81.43,HONG KONG,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",10.07,HONG KONG,2022
50,SILK,0.91,HONG KONG,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.35,HONG KONG,2022
52,COTTON.,5.79,HONG KONG,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2.3,HONG KONG,2022
54,MAN-MADE FILAMENTS.,9.18,HONG KONG,2022
55,MAN-MADE STAPLE FIBRES.,38.72,HONG KONG,2022
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.39,HONG KONG,2022
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.64,HONG KONG,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,42.32,HONG KONG,2022
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",6.85,HONG KONG,2022
60,KNITTED OR CROCHETED FABRICS.,23.56,HONG KONG,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",17.63,HONG KONG,2022
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",22.46,HONG KONG,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,1.99,HONG KONG,2022
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",21.98,HONG KONG,2022
65,HEADGEAR AND PARTS THEREOF.,0.47,HONG KONG,2022
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.17,HONG KONG,2022
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.52,HONG KONG,2022
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",2.15,HONG KONG,2022
69,CERAMIC PRODUCTS.,1.67,HONG KONG,2022
70,GLASS AND GLASSWARE.,17.87,HONG KONG,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",6719.9,HONG KONG,2022
72,IRON AND STEEL,242.76,HONG KONG,2022
73,ARTICLES OF IRON OR STEEL,53.71,HONG KONG,2022
74,COPPER AND ARTICLES THEREOF.,39.66,HONG KONG,2022
75,NICKEL AND ARTICLES THEREOF.,10.45,HONG KONG,2022
76,ALUMINIUM AND ARTICLES THEREOF.,71.43,HONG KONG,2022
78,LEAD AND ARTICLES THEREOF.,1.21,HONG KONG,2022
79,ZINC AND ARTICLES THEREOF.,1.72,HONG KONG,2022
80,TIN AND ARTICLES THEREOF.,0.41,HONG KONG,2022
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,8.01,HONG KONG,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",5.27,HONG KONG,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,58.56,HONG KONG,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1732.98,HONG KONG,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",7793.72,HONG KONG,2022
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",3.67,HONG KONG,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",30.02,HONG KONG,2022
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.28,HONG KONG,2022
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",9.05,HONG KONG,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",249.83,HONG KONG,2022
91,CLOCKS AND WATCHES AND PARTS THEREOF.,135.32,HONG KONG,2022
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.6,HONG KONG,2022
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,,HONG KONG,2022
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",22.27,HONG KONG,2022
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",9.33,HONG KONG,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,41.52,HONG KONG,2022
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.08,HONG KONG,2022
98,PROJECT GOODS; SOME SPECIAL USES.,50.56,HONG KONG,2022
99,MISCELLANEOUS GOODS.,0.01,HONG KONG,2022
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,HUNGARY,2022
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.05,HUNGARY,2022
09,"COFFEE, TEA, MATE AND SPICES.",,HUNGARY,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.02,HUNGARY,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.21,HUNGARY,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.39,HUNGARY,2022
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,HUNGARY,2022
18,COCOA AND COCOA PREPARATIONS.,,HUNGARY,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.21,HUNGARY,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.11,HUNGARY,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",12.68,HUNGARY,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.43,HUNGARY,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",2.65,HUNGARY,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.24,HUNGARY,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.18,HUNGARY,2022
29,ORGANIC CHEMICALS,54.13,HUNGARY,2022
30,PHARMACEUTICAL PRODUCTS,2.73,HUNGARY,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",1.03,HUNGARY,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.6,HUNGARY,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",1.26,HUNGARY,2022
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.08,HUNGARY,2022
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,,HUNGARY,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,1.84,HUNGARY,2022
39,PLASTIC AND ARTICLES THEREOF.,3.06,HUNGARY,2022
40,RUBBER AND ARTICLES THEREOF.,4.04,HUNGARY,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,2.09,HUNGARY,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.01,HUNGARY,2022
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.12,HUNGARY,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.1,HUNGARY,2022
45,CORK AND ARTICLES OF CORK.,,HUNGARY,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,HUNGARY,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",3.26,HUNGARY,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.43,HUNGARY,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.02,HUNGARY,2022
52,COTTON.,,HUNGARY,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.04,HUNGARY,2022
54,MAN-MADE FILAMENTS.,0.02,HUNGARY,2022
55,MAN-MADE STAPLE FIBRES.,0.38,HUNGARY,2022
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.16,HUNGARY,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.22,HUNGARY,2022
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.66,HUNGARY,2022
60,KNITTED OR CROCHETED FABRICS.,0.01,HUNGARY,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.01,HUNGARY,2022
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.02,HUNGARY,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.19,HUNGARY,2022
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.05,HUNGARY,2022
65,HEADGEAR AND PARTS THEREOF.,0.0,HUNGARY,2022
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.73,HUNGARY,2022
69,CERAMIC PRODUCTS.,23.22,HUNGARY,2022
70,GLASS AND GLASSWARE.,0.05,HUNGARY,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",,HUNGARY,2022
72,IRON AND STEEL,0.19,HUNGARY,2022
73,ARTICLES OF IRON OR STEEL,6.46,HUNGARY,2022
74,COPPER AND ARTICLES THEREOF.,2.24,HUNGARY,2022
75,NICKEL AND ARTICLES THEREOF.,0.02,HUNGARY,2022
76,ALUMINIUM AND ARTICLES THEREOF.,1.25,HUNGARY,2022
79,ZINC AND ARTICLES THEREOF.,0.42,HUNGARY,2022
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.0,HUNGARY,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.04,HUNGARY,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.3,HUNGARY,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",44.54,HUNGARY,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",55.71,HUNGARY,2022
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",17.31,HUNGARY,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",11.99,HUNGARY,2022
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,HUNGARY,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",40.84,HUNGARY,2022
91,CLOCKS AND WATCHES AND PARTS THEREOF.,,HUNGARY,2022
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.01,HUNGARY,2022
